Company_ID,Net_worth_to_Assets,Retained_Earnings_to_Total_Assets,Working_Capital_to_Total_Assets,Working_Capital_to_Equity,Equity_to_Longterm_Liability,Current_Liabilities_to_Equity,Liability_to_Equity,Current_Liability_to_Current_Assets,Borrowing_dependency,Debt_ratio_percentage,Persistent_EPS,Per_Share_Net_profit_pre_tax,Operating_Profit_Per_Share,Tax_rate,Operating_Gross_Margin
id_0037,0.860718929,0.927407109,0.752031074,0.732034174,0.123413097,0.329514477,0.280673195,0.047146168,0.377688259,0.139281071,0.209794838,0.164419673,0.097141927,0,0.622702835
id_0038,0.852798017,0.930539498,0.784658594,0.734718521,0.121453013,0.329685391,0.281334802,0.030711116,0.377008296,0.147201983,0.2149948,0.17172554,0.100806123,0.544893208,0.607042477
id_0039,0.904616501,0.932102119,0.821157204,0.7362294,0.116140764,0.327619187,0.277940276,0.015303614,0.372061787,0.095383499,0.215372979,0.170671085,0.096897647,0,0.60088067
id_0040,0.91991414,0.934363318,0.80096655,0.734779649,0.117170462,0.327333169,0.277247091,0.017390013,0.373058246,0.08008586,0.212253002,0.171273631,0.094617702,0,0.598444774
id_0041,0.881125858,0.932853038,0.773200226,0.733482749,0.121134085,0.328918156,0.27923595,0.034282255,0.374405871,0.118874142,0.221612934,0.183927092,0.113671525,0.302560988,0.625326107
id_0042,0.93097923,0.942100288,0.746585922,0.731702194,0.113433974,0.327895451,0.276802951,0.052989493,0.372736159,0.06902077,0.220667486,0.176621225,0.095350541,0,0.604411998
id_0043,0.91335369,0.945429866,0.801107925,0.734876803,0.115015468,0.328464925,0.277531512,0.025041042,0.373331126,0.08664631,0.225489269,0.181215636,0.107238824,0.235752607,0.61817697
id_0044,0.862018926,0.938496381,0.751569315,0.731997446,0.11823312,0.331366627,0.280568752,0.047820571,0.377794503,0.137981074,0.228325612,0.183023273,0.11212442,0.122178358,0.600347367
id_0045,0.908849049,0.935180058,0.79592654,0.734631403,0.1121401,0.328860865,0.277737514,0.027989221,0.371372877,0.091150951,0.222842016,0.177525043,0.105040306,0.390120458,0.635718301
id_0046,0.905765335,0.94055514,0.775479414,0.733431042,0.110933234,0.326604642,0.277884763,0.013788045,0.369637181,0.094234665,0.220572941,0.176922498,0.102678935,0.216621115,0.624317156
id_0047,0.900323488,0.937669899,0.855304513,0.738453725,0.110933234,0.328875993,0.278154236,0.017567908,0.370670547,0.099676512,0.222842016,0.182646682,0.112042993,0.29588015,0.608865795
id_0048,0.85805847,0.937543557,0.76454758,0.733028924,0.121344486,0.330416347,0.280887573,0.040686295,0.375735602,0.14194153,0.225772903,0.181065,0.116684309,0.281000101,0.620944378
id_0049,0.798893491,0.939119704,0.736628546,0.730144408,0.124274554,0.338820377,0.288724027,0.05379309,0.388924428,0.201106509,0.219532949,0.175340815,0.104144614,0.250126531,0.610206258
id_0050,0.815339964,0.932966188,0.741778104,0.730963513,0.121763041,0.33657243,0.28572377,0.051783386,0.38553915,0.184660036,0.218492956,0.176093997,0.11139158,0.244255491,0.60456334
id_0051,0.84578408,0.9211574,0.732740421,0.730386435,0.123163289,0.329584708,0.281981864,0.071173171,0.378099816,0.15421592,0.212442091,0.166754538,0.098281899,0,0.619402125
id_0052,0.908395562,0.941752414,0.739914837,0.731279326,0.11197175,0.329028914,0.277759439,0.057507852,0.372056195,0.091604438,0.223882008,0.180387136,0.111147301,0.353983197,0.626414333
id_0053,0.948151283,0.937410454,0.820765492,0.735445478,0.110933234,0.327938303,0.276193025,0.019789517,0.371134666,0.051848717,0.221612934,0.17850418,0.108134517,0.285453993,0.609290996
id_0054,0.906097893,0.936300905,0.797277117,0.734750229,0.112523244,0.328758199,0.277868819,0.027016807,0.371953306,0.093902107,0.221896568,0.178353544,0.098526179,0.27320579,0.603590424
id_0055,0.78964235,0.920882488,0.715123509,0.726919903,0.149144335,0.334301302,0.290903714,0.086458323,0.392383517,0.21035765,0.200151272,0.158017624,0.094129143,0,0.596945762
id_0056,0.764700547,0.91282594,0.662359963,0.7145055,0.120854332,0.351680525,0.300005451,0.09480622,0.405124999,0.235299453,0.206013047,0.167959629,0.095187688,0,0.597392583
id_0057,0.678628654,0.841966378,0.692375034,0.762552185,0.025851085,0.241052684,0.182790359,0.065285749,0.262035237,0.321371346,0.084239387,0.067485125,0.066199821,0,0.601860794
id_0058,0.778547027,0.915031112,0.676279736,0.719909603,0.110933234,0.346707013,0.294222142,0.083357788,0.391787431,0.221452973,0.175002364,0.141372298,0.069864018,0,0.595994465
id_0059,0.797140007,0.903544494,0.72385504,0.728449408,0.121266295,0.335577645,0.289105073,0.065772709,0.38224446,0.202859993,0.215656613,0.17089704,0.100806123,0,0.618083282
id_0060,0.858451492,0.936347817,0.76716291,0.733232935,0.116323447,0.331966207,0.280854627,0.041568851,0.37787167,0.141548508,0.22095112,0.176545906,0.105610292,0.170968722,0.600736534
id_0061,0.958369864,0.942043664,0.820679032,0.735300525,0.110933234,0.327359399,0.275869369,0.015794181,0.369637181,0.041630136,0.215089345,0.170972358,0.095106262,0.495191821,0.604635408
id_0062,0.877588657,0.928823726,0.846880272,0.738707427,0.118507409,0.329603615,0.27946074,0.019877914,0.374532246,0.122411343,0.218871135,0.164645628,0.099747578,0,0.597947506
id_0063,0.883786317,0.934188186,0.755503983,0.732255004,0.124652484,0.327369162,0.279072534,0.040150421,0.37558015,0.116213683,0.210551196,0.173683814,0.096653367,0.109120356,0.61047291
id_0064,0.847900354,0.931638648,0.756146613,0.732394126,0.125170243,0.330234044,0.281781264,0.044582633,0.379104104,0.152099646,0.21698024,0.17217745,0.102027522,0,0.619048992
id_0065,0.841611996,0.929574206,0.756244703,0.732424579,0.119189499,0.331243871,0.282399204,0.045108807,0.378454336,0.158388004,0.210645741,0.167432402,0.097386206,0,0.605932631
id_0066,0.899446745,0.933718216,0.834827305,0.737199526,0.115758838,0.327980191,0.278199352,0.015501967,0.372762999,0.100553255,0.215751158,0.171800859,0.096897647,0.097884401,0.600736534
id_0067,0.9142002,0.927521695,0.790630965,0.734254254,0.113018671,0.328600051,0.277494639,0.028551561,0.373364677,0.0857998,0.20884939,0.165248174,0.092012051,0,0.595122443
id_0068,0.886688636,0.932855984,0.800599525,0.735271197,0.122509699,0.328133693,0.278898824,0.021639194,0.374562441,0.113311364,0.222558381,0.177901634,0.108623076,0.294867902,0.620396662
id_0069,0.934576896,0.941790765,0.758027888,0.732314156,0.115230355,0.327249475,0.276667423,0.038189267,0.372542682,0.065423104,0.218114777,0.173156587,0.095839101,0,0.604102106
id_0070,0.859993349,0.940692863,0.803408187,0.736059517,0.126718359,0.329065961,0.280730773,0.02377858,0.377393012,0.140006651,0.220100217,0.176922498,0.108215943,0.341937443,0.61242595
id_0071,0.897209541,0.942619685,0.781432705,0.733875072,0.115703332,0.329284183,0.278315149,0.033278508,0.374286206,0.102790459,0.234943746,0.191082323,0.119127107,0.236157506,0.600635639
id_0072,0.917918796,0.939887837,0.799205296,0.734704963,0.110933234,0.328400913,0.277331078,0.025423652,0.370275765,0.082081204,0.225772903,0.182420728,0.109274489,0.285858893,0.636784906
id_0073,0.901502555,0.940056133,0.775306441,0.733452771,0.110933234,0.32679839,0.278094433,0.017516192,0.369637181,0.098497445,0.219816583,0.176470588,0.099177591,0.281101326,0.623985644
id_0074,0.9058258,0.942446954,0.889190131,0.740334164,0.110933234,0.328639089,0.277881627,0.013881632,0.370900929,0.0941742,0.236078283,0.19078105,0.118964254,0.265816378,0.608865795
id_0075,0.870967742,0.938416026,0.75648257,0.732352767,0.113790152,0.330847575,0.279907719,0.0453153,0.374071481,0.129032258,0.227569254,0.182270091,0.110251608,0.187974491,0.619330057
id_0076,0.803337667,0.939490544,0.776495597,0.735092834,0.134644988,0.334904895,0.287817191,0.03833142,0.388757792,0.196662333,0.218587501,0.174738269,0.103574627,0.362992206,0.607539745
id_0077,0.817939958,0.935860147,0.731955277,0.729936275,0.118746523,0.336857754,0.285324658,0.055803156,0.384182579,0.182060042,0.226907441,0.181290954,0.113264392,0.130175119,0.603900316
id_0078,0.843335248,0.932608836,0.727951678,0.729940495,0.122622174,0.329825319,0.282224197,0.07886108,0.378162444,0.156664752,0.216885695,0.171800859,0.094210569,0,0.618811168
id_0079,0.910662998,0.947071789,0.767330451,0.732912045,0.110933234,0.329217072,0.277653928,0.039145257,0.371386297,0.089337002,0.232485582,0.189877231,0.115625763,0.26500658,0.625599965
id_0080,0.959941954,0.937759735,0.85496143,0.736924538,0.11235668,0.327096016,0.275822084,0.00975795,0.37081146,0.040058046,0.223598374,0.178428862,0.106261705,0.276343759,0.607164992
id_0081,0.928137376,0.937901496,0.809688727,0.735152481,0.112466006,0.327438381,0.276912875,0.016984429,0.370833827,0.071862624,0.223692919,0.179935226,0.095920528,0.257212268,0.602869744
id_0082,0.814916709,0.920323044,0.765877741,0.73360193,0.111932119,0.338205322,0.285787624,0.043946134,0.381058998,0.185083291,0.198354921,0.156661897,0.082810846,0,0.604015624
id_0083,0.800767905,0.890634803,0.751703079,0.732067709,0.133713867,0.332030987,0.288330599,0.047479383,0.380509883,0.199232095,0.216507516,0.155607441,0.103493201,0,0.617867078
id_0084,0.861081718,0.935490858,0.771370284,0.733538291,0.116721756,0.331547281,0.280642356,0.039735745,0.37773523,0.138918282,0.21896568,0.172252768,0.099177591,0,0.597904265
id_0085,0.951295462,0.942644715,0.836160279,0.736165212,0.110933234,0.327487865,0.276091,0.014473292,0.369637181,0.048704538,0.215467524,0.17089704,0.096001954,0.086243547,0.605291226
id_0086,0.852979412,0.929281716,0.814059608,0.737125236,0.113028869,0.33320685,0.28131862,0.031532452,0.37784483,0.147020588,0.211118465,0.166151992,0.09323345,0,0.596261116
id_0087,0.869788675,0.935256306,0.75395297,0.732169282,0.127674322,0.327578067,0.279990835,0.042775646,0.376993757,0.130211325,0.220856576,0.176093997,0.094943409,0.051827108,0.606213696
id_0088,0.840311999,0.932474784,0.724331437,0.729573765,0.119419456,0.3326694,0.282531595,0.065233995,0.380571393,0.159688001,0.215845703,0.170746404,0.099503298,0,0.619863359
id_0089,0.838891072,0.929809936,0.773373941,0.73398356,0.126510422,0.32973674,0.282683497,0.034115333,0.379165614,0.161108928,0.211402099,0.17089704,0.09323345,0.164591558,0.601550902
id_0090,0.887293285,0.931455733,0.841506676,0.737992464,0.11524924,0.328515448,0.278863834,0.016790119,0.37342395,0.112706715,0.214427531,0.16878813,0.095106262,0,0.598898802
id_0091,0.908063005,0.926685637,0.792269445,0.734422204,0.110933234,0.329476221,0.277774511,0.031274126,0.373503354,0.091936995,0.209983927,0.165549446,0.088103575,0,0.592499171
id_0092,0.895818847,0.937256539,0.802903455,0.735259867,0.119421629,0.328343707,0.278388125,0.022905322,0.373316588,0.104181153,0.228892881,0.185508775,0.11546291,0.229982792,0.620454316
id_0093,0.940744324,0.948081249,0.761156601,0.732465895,0.114243734,0.327208303,0.27644522,0.03500276,0.372026,0.059255676,0.229176515,0.178127589,0.095594821,0.004858791,0.602783263
id_0094,0.87471657,0.941712687,0.799490482,0.73542467,0.12146836,0.329138171,0.279649715,0.026094741,0.375376608,0.12528343,0.218871135,0.173683814,0.103004641,0.124607754,0.609672956
id_0095,0.889318862,0.939097145,0.790800395,0.734576498,0.119439615,0.328794628,0.278746133,0.027936384,0.374602702,0.110681138,0.22709653,0.182496046,0.108623076,0.162769511,0.596780005
id_0096,0.906974635,0.94295667,0.78204296,0.733818241,0.111435442,0.328855118,0.277826354,0.032017075,0.370924414,0.093025365,0.232485582,0.186864503,0.113182966,0.142322097,0.63760648
id_0097,0.952172204,0.939296757,0.773878309,0.733069831,0.110933234,0.326559672,0.276063061,0.015488317,0.369637181,0.047827796,0.2149948,0.171574904,0.098200472,0.642980059,0.620526384
id_0098,0.908546724,0.942993144,0.873377522,0.739275228,0.110933234,0.328505018,0.277751545,0.01468576,0.37143886,0.091453276,0.224165642,0.184604956,0.106587411,0.191213686,0.602848124
id_0099,0.879221211,0.941180331,0.768692026,0.733184822,0.112568489,0.330542188,0.279356029,0.040005462,0.373075022,0.120778789,0.229554694,0.187617685,0.114485791,0.263285758,0.619575088
id_0100,0.804184176,0.941691237,0.783779498,0.735948111,0.135732159,0.333791447,0.287649105,0.035018718,0.388174008,0.195815824,0.223692919,0.176093997,0.097793339,0,0.605183125
id_0101,0.839012002,0.93727788,0.750246662,0.731892447,0.114366775,0.33468531,0.282669123,0.048467683,0.379728149,0.160987998,0.228609246,0.183927092,0.110740168,0.195161454,0.602682368
id_0102,0.840674789,0.934138241,0.737868245,0.730787918,0.126384521,0.329145028,0.282494382,0.06634848,0.378279872,0.159325211,0.219343859,0.174135723,0.091686345,0.006680838,0.615928451
id_0103,0.929195513,0.943543262,0.780738836,0.733560753,0.110933234,0.328242813,0.2768722,0.030768726,0.370081171,0.070804487,0.231351045,0.187617685,0.113752952,0.237473428,0.622919039
id_0104,0.90788161,0.935067187,0.829889251,0.736685383,0.120327985,0.327318067,0.277782923,0.012010778,0.374115097,0.09211839,0.220100217,0.175868042,0.102271802,0.206498633,0.605752461
id_0105,0.918614143,0.937744832,0.814712471,0.735581972,0.112408792,0.327782039,0.277301777,0.018274974,0.371381824,0.081385857,0.221802023,0.177600362,0.094617702,0.227350946,0.601089667
id_0106,0.80823533,0.934494715,0.749584605,0.731809822,0.121016945,0.336450891,0.28690626,0.048736567,0.381969343,0.19176467,0.22511109,0.181516909,0.120837065,0.262273509,0.604858819
id_0107,0.803609759,0.931547845,0.729383528,0.729344308,0.140326756,0.331001321,0.287759581,0.078173593,0.38626273,0.196390241,0.214616621,0.170369812,0.099503298,0,0.597652027
id_0108,0.865435197,0.940010767,0.757691301,0.732459248,0.128017162,0.32794128,0.2803086,0.039598998,0.377516032,0.134564803,0.237590999,0.190555095,0.104307467,0,0.607323542
id_0109,0.868337515,0.943071757,0.760386149,0.732650141,0.12357986,0.328739162,0.280094111,0.040102735,0.3767466,0.131662485,0.252434528,0.195300143,0.110333035,0,0.606120007
id_0110,0.90630952,0.931717332,0.756169518,0.732257392,0.117222125,0.327754624,0.2778584,0.041838666,0.373530195,0.09369048,0.208093032,0.167959629,0.092174904,0,0.595771055
id_0111,0.85198174,0.924905685,0.737458293,0.730838746,0.110933234,0.331429083,0.281407186,0.056694701,0.374650792,0.14801826,0.201096719,0.156360624,0.088592134,0,0.595662953
id_0112,0.884663059,0.934534782,0.802469638,0.735435065,0.115134061,0.329657032,0.279018663,0.027984906,0.373875768,0.115336941,0.220383852,0.174060405,0.100561843,0,0.603893109
id_0113,0.972639599,0.936722179,0.818660604,0.735029696,0.110933234,0.326793131,0.275458386,0.010435626,0.369637181,0.027360401,0.211496644,0.166980493,0.091767771,0,0.595064789
id_0114,0.951446625,0.932266767,0.810589624,0.734894015,0.110933234,0.326994129,0.276085594,0.013358818,0.369637181,0.048553375,0.216129337,0.170972358,0.096327661,0.071161049,0.598574497
id_0115,0.936088521,0.944796324,0.782680791,0.733614704,0.112598022,0.328039534,0.276612255,0.02922454,0.371724042,0.063911479,0.230594687,0.185734729,0.114404364,0.282518474,0.604642615
id_0116,0.938809445,0.935500775,0.810045538,0.73502499,0.110933234,0.327607493,0.276514084,0.01885952,0.369637181,0.061190555,0.217074785,0.173759132,0.098607605,0.285251544,0.60146442
id_0117,0.858391027,0.935612599,0.772950692,0.733691462,0.1240147,0.328302558,0.280859575,0.030226003,0.376518454,0.141608973,0.215940248,0.179257362,0.107238824,0,0.603237291
id_0118,0.889228165,0.933508571,0.780335365,0.733886335,0.120538978,0.327969248,0.278752406,0.027024324,0.37533411,0.110771835,0.216696606,0.172102132,0.095431968,0,0.600368988
id_0119,0.895637452,0.940632554,0.803355858,0.735292038,0.111827083,0.32980311,0.278398169,0.02895447,0.373501117,0.104362548,0.217831143,0.174135723,0.099421871,0.210851301,0.605406535
id_0120,0.861988693,0.896988131,0.696534784,0.727739873,0.110933234,0.333026611,0.280573065,0.085845726,0.376540821,0.138011307,0.181431408,0.1446863,0.079065223,0,0.586265296
id_0121,0.846298032,0.930078706,0.744675475,0.731415576,0.12327144,0.331187172,0.281931582,0.052088237,0.378010347,0.153701968,0.208282122,0.168562175,0.098689032,0,0.606682137
id_0122,0.884390967,0.927051004,0.778115712,0.733788068,0.117688423,0.328358814,0.279035542,0.029918535,0.372957594,0.115609033,0.20487851,0.16072908,0.087615015,0,0.594639588
id_0123,0.922967621,0.934835229,0.810611279,0.735279999,0.113605698,0.328151098,0.277119882,0.02171361,0.371992449,0.077032379,0.218776591,0.174738269,0.099829004,0.176940986,0.606307384
id_0124,0.907428122,0.957603554,0.865739501,0.738855855,0.111013502,0.329904906,0.277805107,0.020617976,0.369740071,0.092571878,0.221045665,0.177299089,0.096246234,0.226136249,0.604022831
id_0125,0.911328113,0.946518295,0.840712926,0.737246611,0.120673747,0.326502727,0.277623011,0.003688398,0.373319943,0.088671887,0.221802023,0.189877231,0.101620389,0.103350542,0.613312386
id_0126,0.860930556,0.940005629,0.751800419,0.732016032,0.125142835,0.329161568,0.280654464,0.047203667,0.377817989,0.139069444,0.247234566,0.18739173,0.105040306,0,0.605132677
id_0127,0.875653778,0.94283092,0.73819695,0.731037657,0.116350808,0.330476325,0.279588036,0.056640465,0.376352937,0.124346222,0.241278245,0.189801913,0.096083381,0,0.602869744
id_0128,0.916890891,0.941547257,0.826787788,0.736306648,0.114816312,0.328371695,0.277375631,0.019792283,0.372370455,0.083109109,0.22908197,0.183625819,0.109925902,0.106792185,0.605356088
id_0129,0.855095686,0.940977775,0.784733359,0.73468214,0.117661845,0.332189388,0.281134303,0.036338589,0.37718276,0.144904314,0.231161955,0.186487911,0.113834378,0.181394878,0.605644359
id_0130,0.91323276,0.948291057,0.855924294,0.73809,0.112591977,0.328303346,0.277537511,0.015586978,0.37074324,0.08676724,0.226623806,0.181667545,0.110088755,0.226136249,0.611914268
id_0131,0.888623515,0.951351477,0.839296125,0.737802031,0.114288874,0.330161214,0.278785972,0.023405032,0.372542682,0.111376485,0.237780089,0.194095052,0.118964254,0.126328576,0.610422462
id_0132,0.892553738,0.939561351,0.779839062,0.733819501,0.110933234,0.330633394,0.27856521,0.037000453,0.373675581,0.107446262,0.212442091,0.167959629,0.096083381,0,0.600376195
id_0133,0.837953865,0.909745325,0.737201424,0.730704652,0.118559018,0.331822602,0.282784084,0.057153439,0.377511558,0.162046135,0.207809398,0.165022219,0.089976386,0,0.597306101
id_0134,0.879825861,0.941294675,0.779392824,0.733925189,0.124129085,0.327884286,0.279317453,0.026210322,0.37594809,0.120174139,0.243830954,0.196053325,0.110658741,0.004453892,0.605802909
id_0135,0.8688817,0.941093086,0.779332161,0.73405277,0.126909981,0.327710392,0.280055247,0.024172763,0.37664371,0.1311183,0.237023731,0.190555095,0.110495888,0.048790363,0.605817322
id_0136,0.911509508,0.932900561,0.800192112,0.734849119,0.117726088,0.327342676,0.277615794,0.017211889,0.372925162,0.088490492,0.217074785,0.172704677,0.098526179,0.059925094,0.601976102
id_0137,0.848837561,0.928539736,0.790510581,0.73528775,0.121421568,0.328544085,0.281693674,0.023873134,0.375120503,0.151162439,0.212063912,0.169993221,0.095513395,0,0.598495222
id_0138,0.855488708,0.936813058,0.835999006,0.738808673,0.124931539,0.329410268,0.281101244,0.01902561,0.377072043,0.144511292,0.226718351,0.180161181,0.101050403,0.015284948,0.603532769
id_0139,0.936783868,0.93701903,0.809823823,0.735040037,0.110933234,0.327939262,0.276586595,0.021247741,0.371028422,0.063216132,0.221045665,0.178880771,0.101538963,0.143334346,0.601918448
id_0140,0.890437464,0.929953336,0.830177957,0.737147149,0.116699599,0.328246342,0.27868401,0.017104794,0.372737277,0.109562536,0.211307554,0.167733675,0.094536276,0,0.597716888
id_0141,0.908063005,0.938541378,0.762854559,0.732655894,0.112602901,0.329478816,0.277774966,0.041651872,0.373312114,0.091936995,0.219911128,0.178202907,0.108378797,0.319060634,0.600455469
id_0142,0.931160625,0.944778193,0.859991632,0.737825904,0.110933234,0.328093659,0.276796149,0.014958169,0.369637181,0.068839375,0.241845514,0.19545078,0.123768423,0.250328981,0.604397584
id_0143,0.798228376,0.91591844,0.751484002,0.732043632,0.135766341,0.331338904,0.288862482,0.047515907,0.383786679,0.201771624,0.204783965,0.156285305,0.100724697,0,0.598704219
id_0144,0.920881579,0.937197138,0.786779333,0.733964825,0.118238363,0.326615383,0.277206231,0.011182431,0.372456568,0.079118421,0.220289307,0.176470588,0.09754906,0.296588724,0.601594142
id_0145,0.912235088,0.93915298,0.834748779,0.736872436,0.114905644,0.327858604,0.277581548,0.015444821,0.371752001,0.087764912,0.221612934,0.176545906,0.103330348,0.255795121,0.605572291
